influenza_num,ave_C,min_C,max_C,ave_ws,ave_rh,ave_hpa,daily_precipitation,SO2,NO2,CO,PM2_5,PM10,O38h,AQI
401,22.8,20.1,28.6,3.2,84,961.3,13.6,18.0,33.0,0.979,36.0,70.0,50.0,60.0
350,25.3,19.8,33.7,2.1,63,961.3,0.0,20.0,43.0,1.036,28.0,68.0,99.0,93.0
393,25.0,21.4,29.5,2.7,47,964.3,0.0,21.0,47.0,0.879,26.0,78.0,91.0,66.0
225,23.3,19.4,27.2,3.7,55,964.7,0.0,33.0,54.0,1.201,58.0,123.0,107.0,106.0
256,25.1,20.3,30.2,2.8,56,964.2,0.0,29.0,48.0,1.393,88.0,168.0,148.0,125.0
377,23.8,22.4,27.6,3.2,55,966.9,0.0,35.0,40.0,1.345,79.0,131.0,114.0,105.0
326,23.4,19.1,28.4,2.2,64,967.2,0.0,33.0,51.0,1.69,116.0,183.0,147.0,152.0
322,22.6,20.5,26.3,1.7,71,967.2,0.0,28.0,44.0,1.376,96.0,135.0,85.0,127.0
280,22.7,18.6,27.7,2.2,64,968.4,0.0,30.0,49.0,1.182,58.0,95.0,109.0,85.0
335,24.0,20.2,29.7,1.7,60,968.6,0.0,27.0,60.0,1.328,73.0,136.0,131.0,107.0
230,22.8,21.1,25.2,2.2,60,967.5,0.0,29.0,62.0,1.55,90.0,172.0,71.0,119.0
284,21.8,18.4,25.2,2.3,60,967.2,0.1,20.0,38.0,1.244,72.0,113.0,88.0,97.0
381,21.8,17.3,27.7,1.8,69,966.5,0.0,31.0,63.0,1.596,120.0,168.0,97.0,158.0
353,24.5,19.9,31.0,1.7,62,965.5,0.0,30.0,53.0,1.458,85.0,145.0,111.0,113.0
345,24.7,21.1,29.1,2.0,60,966.6,0.0,35.0,59.0,1.55,91.0,174.0,120.0,120.0
355,26.0,20.8,32.2,1.8,58,964.1,0.0,29.0,52.0,1.658,111.0,189.0,147.0,145.0
368,24.2,17.2,33.8,1.2,57,962.2,0.0,28.0,69.0,1.46,39.0,91.0,92.0,87.0
219,26.6,18.6,35.3,2.0,48,960.7,0.0,30.0,64.0,1.579,52.0,138.0,110.0,94.0
340,27.6,21.2,34.5,3.0,45,959.7,0.0,31.0,61.0,1.684,76.0,183.0,179.0,177.0
523,28.6,22.6,35.5,2.6,47,958.4,0.0,18.0,25.0,1.118,34.0,87.0,97.0,75.0
385,27.6,23.1,32.0,3.6,49,959.6,0.0,21.0,40.0,1.313,62.0,129.0,87.0,90.0
439,25.6,22.4,29.3,4.8,61,962.3,0.1,22.0,42.0,1.37,63.0,133.0,135.0,99.0
212,19.8,18.4,26.6,1.7,90,969.2,11.9,17.0,33.0,1.137,27.0,53.0,47.0,52.0
344,21.2,19.1,24.0,1.9,85,966.9,0.1,23.0,39.0,1.363,59.0,91.0,69.0,80.0
260,21.2,18.5,26.1,2.7,84,965.8,2.7,20.0,36.0,1.389,37.0,57.0,62.0,54.0
400,22.0,19.0,26.7,3.7,79,963.7,0.0,29.0,42.0,2.412,123.0,174.0,106.0,162.0
420,16.1,14.4,23.6,3.9,90,970.3,8.2,22.0,28.0,1.146,33.0,74.0,35.0,62.0
410,18.2,15.4,23.1,2.0,71,974.2,0.0,35.0,41.0,1.332,34.0,93.0,37.0,72.0
408,17.3,13.8,21.1,1.3,62,976.9,0.0,33.0,57.0,1.554,57.0,117.0,27.0,84.0
310,17.1,13.4,21.7,1.3,63,973.1,0.0,41.0,65.0,1.412,81.0,143.0,56.0,108.0
382,19.1,14.9,26.1,1.2,63,967.1,0.0,49.0,72.0,1.766,97.0,169.0,93.0,128.0
246,21.2,14.7,31.2,1.9,59,963.0,0.0,31.0,76.0,2.01,66.0,132.0,65.0,95.0
371,22.2,16.5,28.9,1.7,59,963.9,0.0,38.0,102.0,2.312,196.0,313.0,144.0,246.0
456,22.8,19.1,28.3,3.6,61,966.9,0.0,23.0,63.0,1.559,147.0,213.0,111.0,196.0
232,22.9,19.4,29.1,2.0,57,970.5,0.0,34.0,68.0,1.433,80.0,155.0,76.0,107.0
322,21.0,17.3,26.1,3.1,49,972.6,0.0,31.0,71.0,1.588,100.0,185.0,113.0,132.0
264,19.8,14.7,26.8,1.2,60,970.0,0.0,36.0,78.0,1.849,154.0,261.0,124.0,204.0
255,20.9,15.3,28.0,1.0,60,967.0,0.0,34.0,91.0,1.992,179.0,278.0,114.0,229.0
270,22.0,17.0,28.5,2.5,53,966.0,0.0,33.0,78.0,2.064,189.0,288.0,110.0,239.0
369,22.2,18.1,27.2,2.9,45,971.6,0.0,30.0,66.0,1.651,139.0,210.0,122.0,185.0
414,21.2,14.9,28.0,1.7,51,973.4,0.0,40.0,88.0,2.082,196.0,280.0,101.0,246.0
422,21.8,16.2,28.2,1.3,55,970.3,0.0,32.0,69.0,1.887,125.0,223.0,98.0,165.0
532,21.2,14.3,28.5,1.3,56,964.3,0.0,36.0,78.0,2.124,178.0,313.0,132.0,228.0
393,23.6,16.8,31.0,2.4,46,968.5,0.0,24.0,61.0,1.721,78.0,175.0,77.0,113.0
433,20.7,14.0,28.8,0.9,42,967.2,0.0,41.0,81.0,1.964,95.0,213.0,95.0,132.0
268,24.1,18.3,34.1,2.2,42,962.0,0.0,35.0,92.0,2.367,131.0,263.0,144.0,173.0
363,22.8,16.8,29.4,1.6,50,965.6,0.0,34.0,64.0,1.566,76.0,199.0,89.0,125.0
519,16.8,14.5,24.0,1.8,66,976.4,6.0,19.0,36.0,1.209,36.0,98.0,49.0,74.0
395,14.6,12.8,18.0,2.2,71,979.4,0.0,21.0,39.0,1.342,42.0,67.0,39.0,59.0
476,12.8,10.7,15.2,2.7,73,977.5,0.0,26.0,47.0,1.788,64.0,97.0,21.0,87.0
403,13.4,9.7,19.0,1.4,77,976.8,0.0,31.0,59.0,1.931,107.0,154.0,35.0,140.0
355,13.5,10.7,17.6,1.2,79,977.4,0.0,28.0,63.0,2.235,118.0,171.0,33.0,155.0
266,13.8,9.8,19.5,0.8,77,978.2,0.0,30.0,70.0,2.478,98.0,149.0,44.0,129.0
372,12.5,10.6,14.9,2.8,43,977.4,0.0,47.0,62.0,1.793,49.0,113.0,22.0,82.0
503,14.5,9.7,21.7,1.9,51,974.1,0.0,35.0,69.0,1.972,63.0,127.0,55.0,89.0
410,14.6,8.8,21.6,1.0,57,974.3,0.0,47.0,87.0,2.202,109.0,207.0,57.0,143.0
532,15.1,9.3,22.1,1.5,62,973.5,0.0,34.0,77.0,2.073,101.0,175.0,57.0,133.0
387,14.6,10.1,19.5,2.6,39,974.6,0.0,51.0,68.0,1.926,76.0,172.0,52.0,111.0
362,12.5,9.4,16.4,3.1,45,976.7,0.0,54.0,74.0,1.843,118.0,215.0,42.0,155.0
309,12.0,8.2,17.3,1.4,52,974.3,0.0,60.0,85.0,2.345,140.0,263.0,44.0,186.0
361,12.6,7.8,19.1,1.6,60,970.4,0.0,57.0,108.0,3.089,193.0,328.0,56.0,243.0
594,13.4,8.2,20.5,0.9,67,970.8,0.0,45.0,88.0,3.138,240.0,326.0,66.0,290.0
565,13.0,10.2,16.1,1.8,66,974.9,0.0,46.0,74.0,2.746,200.0,300.0,29.0,290.0
463,11.1,10.1,13.9,3.3,87,975.4,3.8,18.0,44.0,1.788,68.0,111.0,23.0,92.0
355,10.4,9.4,11.6,1.9,91,976.6,4.7,15.0,42.0,1.904,45.0,61.0,13.0,63.0
356,11.6,10.0,15.0,1.2,88,976.5,1.5,15.0,45.0,1.757,49.0,89.0,25.0,70.0
284,11.5,8.5,15.0,1.3,87,977.2,0.0,19.0,49.0,1.876,58.0,124.0,28.0,87.0
261,11.2,6.6,15.4,1.0,84,979.2,0.0,25.0,49.0,1.789,74.0,120.0,28.0,99.0
491,12.8,10.9,15.2,2.9,76,977.7,0.0,29.0,54.0,2.062,96.0,159.0,27.0,127.0
460,12.8,10.6,17.8,1.9,80,976.1,0.0,21.0,50.0,2.097,70.0,133.0,44.0,94.0
475,11.9,7.7,18.6,1.8,77,975.4,0.0,22.0,53.0,1.862,69.0,145.0,53.0,98.0
370,10.1,6.4,14.1,2.4,79,971.7,0.0,37.0,69.0,1.789,105.0,172.0,26.0,138.0
357,11.3,10.1,12.0,2.3,81,968.9,0.3,31.0,63.0,1.597,92.0,140.0,19.0,122.0
254,10.3,9.2,11.3,1.4,89,976.3,5.0,19.0,36.0,1.145,32.0,55.0,33.0,53.0
290,9.3,8.8,10.2,1.8,78,981.4,0.0,19.0,38.0,0.99,23.0,31.0,12.0,48.0
530,9.2,8.5,10.9,1.6,69,980.2,0.0,32.0,39.0,1.108,32.0,80.0,10.0,65.0
426,9.5,8.3,10.7,1.4,72,976.8,0.0,33.0,39.0,1.159,36.0,68.0,16.0,59.0
460,9.8,8.5,11.7,1.2,74,975.6,0.0,37.0,46.0,1.552,48.0,105.0,15.0,78.0
398,9.6,6.4,14.9,2.8,47,978.2,0.0,29.0,31.0,1.102,58.0,158.0,39.0,104.0
399,8.7,3.3,16.0,1.2,56,975.7,0.0,66.0,62.0,1.764,81.0,241.0,24.0,146.0
240,9.7,5.4,17.1,2.9,50,977.6,0.0,57.0,51.0,1.46,55.0,175.0,35.0,113.0
393,7.6,2.4,13.4,1.6,51,978.3,0.0,73.0,71.0,1.757,80.0,168.0,19.0,109.0
512,6.6,1.6,13.7,0.7,61,979.0,0.0,85.0,72.0,2.326,112.0,218.0,19.0,147.0
518,6.1,0.6,13.7,0.8,67,974.9,0.0,87.0,76.0,2.498,121.0,237.0,17.0,159.0
488,7.0,1.3,14.7,1.3,66,973.2,0.0,65.0,72.0,2.17,99.0,227.0,28.0,139.0
460,6.1,0.7,10.9,1.3,58,974.1,0.0,86.0,76.0,2.524,123.0,266.0,17.0,162.0
425,6.3,4.5,9.1,1.8,70,975.9,3.8,106.0,88.0,2.975,143.0,273.0,20.0,190.0
315,6.0,5.0,6.8,2.3,93,977.8,18.4,30.0,43.0,1.63,43.0,79.0,31.0,65.0
340,6.6,3.5,11.8,2.8,63,976.2,2.8,41.0,38.0,1.435,30.0,80.0,33.0,65.0
550,5.9,1.3,11.9,1.0,68,973.3,0.0,64.0,54.0,2.218,47.0,141.0,21.0,96.0
383,5.9,0.8,13.3,2.1,62,972.7,0.0,58.0,53.0,1.794,36.0,82.0,25.0,67.0
467,4.7,2.0,9.7,2.7,37,983.7,0.0,49.0,42.0,1.315,22.0,75.0,41.0,63.0
396,4.0,-0.7,10.0,2.6,42,986.0,0.0,49.0,42.0,1.729,36.0,90.0,38.0,70.0
474,3.1,-2.7,9.6,1.7,50,977.8,0.0,83.0,58.0,2.169,61.0,131.0,22.0,91.0
367,6.1,0.3,13.9,2.1,46,977.7,0.0,72.0,50.0,2.259,50.0,117.0,30.0,84.0
430,4.7,-1.0,12.0,1.3,55,977.1,0.0,67.0,65.0,2.839,54.0,129.0,16.0,90.0
561,4.2,-1.0,10.7,1.1,63,972.0,0.0,122.0,65.0,3.198,139.0,243.0,25.0,185.0
521,7.1,2.5,14.4,2.4,48,976.8,0.0,71.0,51.0,1.718,56.0,110.0,32.0,80.0
536,5.3,-0.5,9.9,2.4,52,973.2,0.0,91.0,62.0,2.138,55.0,122.0,29.0,86.0
513,8.2,4.9,12.8,2.7,34,977.1,0.0,69.0,48.0,1.682,35.0,81.0,37.0,66.0
474,3.9,-1.7,10.3,1.1,54,973.0,0.0,102.0,68.0,2.238,89.0,206.0,29.0,128.0
326,4.1,-0.7,10.6,1.1,61,969.8,0.0,80.0,81.0,2.448,125.0,189.0,25.0,165.0
416,7.0,2.2,11.6,2.6,47,974.0,0.0,66.0,56.0,2.014,75.0,157.0,26.0,104.0
493,3.8,-0.5,9.5,1.7,37,979.0,0.0,54.0,44.0,1.365,34.0,87.0,32.0,69.0
517,2.7,-2.0,8.8,2.2,45,975.8,0.0,70.0,57.0,1.946,72.0,156.0,24.0,103.0
528,1.0,-4.0,7.0,0.8,45,976.8,0.0,63.0,61.0,2.439,63.0,144.0,36.0,97.0
402,2.5,-2.5,8.8,1.7,46,973.6,0.0,82.0,71.0,2.82,74.0,135.0,27.0,99.0
522,1.4,-3.3,7.4,1.8,51,976.3,0.0,98.0,82.0,3.264,97.0,143.0,34.0,128.0
363,3.6,-2.2,8.6,2.0,47,980.9,0.0,97.0,73.0,3.104,76.0,135.0,24.0,102.0
368,6.5,3.8,10.0,1.8,49,983.5,0.0,54.0,57.0,2.548,42.0,75.0,36.0,72.0
498,2.6,-1.7,8.3,1.7,63,978.3,0.0,68.0,70.0,2.924,71.0,148.0,21.0,99.0
472,0.9,-2.5,5.2,2.9,71,976.6,0.0,95.0,81.0,3.021,228.0,386.0,27.0,278.0
479,-0.3,-2.2,2.5,1.1,83,981.1,0.0,78.0,94.0,3.617,397.0,585.0,21.0,485.0
369,-1.7,-4.5,1.3,1.3,83,980.7,0.0,85.0,86.0,4.018,417.0,606.0,13.0,500.0
368,0.9,-1.2,3.8,1.3,76,983.8,0.0,106.0,101.0,4.189,412.0,592.0,15.0,492.0
321,-0.2,-2.3,2.2,2.0,74,982.9,0.0,101.0,96.0,4.279,380.0,521.0,17.0,421.0
362,-1.2,-4.2,2.2,1.1,72,980.4,0.0,139.0,100.0,4.985,433.0,594.0,17.0,494.0
497,-1.7,-4.5,1.8,1.0,80,981.2,0.0,116.0,127.0,5.688,530.0,747.0,20.0,500.0
342,-1.0,-3.1,1.1,1.2,78,983.2,0.0,138.0,141.0,6.178,606.0,829.0,20.0,500.0
529,-0.1,-2.5,3.4,1.4,81,982.4,0.0,122.0,118.0,6.219,494.0,733.0,25.0,500.0
438,-1.2,-2.7,1.1,2.5,47,988.7,0.0,49.0,55.0,2.654,85.0,163.0,30.0,113.0
442,-3.2,-8.3,2.0,2.1,52,984.6,0.0,73.0,67.0,2.865,97.0,175.0,32.0,128.0
283,-1.2,-4.5,5.1,1.3,49,982.4,0.0,73.0,71.0,2.981,105.0,185.0,38.0,138.0
358,-1.7,-5.9,3.9,1.9,51,978.8,0.0,94.0,85.0,3.423,136.0,235.0,23.0,180.0
471,2.9,-3.0,10.1,3.3,39,977.8,0.0,56.0,71.0,3.168,93.0,167.0,34.0,123.0
474,5.0,-1.4,12.9,3.4,30,975.8,0.0,48.0,65.0,3.358,67.0,133.0,32.0,92.0
396,3.8,-2.1,11.7,1.3,35,971.6,0.0,78.0,75.0,3.477,88.0,179.0,25.0,117.0
479,3.8,-0.7,10.7,2.5,37,972.8,0.0,64.0,68.0,3.251,90.0,177.0,26.0,119.0
483,5.8,-0.6,12.4,2.6,28,976.9,0.0,49.0,58.0,2.697,51.0,140.0,36.0,95.0
366,4.9,-1.1,12.7,1.9,35,973.9,0.0,83.0,73.0,3.159,75.0,174.0,24.0,112.0
368,1.6,-3.1,6.1,1.7,41,970.9,0.0,132.0,91.0,3.957,158.0,304.0,17.0,208.0
484,3.7,2.1,5.6,2.1,43,970.9,0.0,148.0,91.0,4.147,160.0,307.0,16.0,210.0
497,4.5,2.1,6.9,2.5,58,977.0,0.3,63.0,54.0,2.935,77.0,146.0,20.0,103.0
537,3.3,1.6,6.5,2.0,27,983.7,0.0,47.0,45.0,2.417,35.0,101.0,36.0,76.0
471,-2.1,-4.9,2.9,2.4,39,979.7,0.0,97.0,67.0,2.784,71.0,153.0,20.0,102.0
539,0.3,-3.3,4.7,1.1,45,979.1,0.0,145.0,87.0,3.003,137.0,242.0,17.0,182.0
345,2.9,-1.1,7.2,2.6,40,982.9,0.0,86.0,69.0,2.602,122.0,202.0,25.0,160.0
387,2.5,-1.5,7.1,2.1,28,986.6,0.0,64.0,57.0,2.133,44.0,130.0,26.0,90.0
553,-0.8,-5.6,5.1,1.3,38,979.6,0.0,91.0,73.0,2.653,91.0,206.0,19.0,128.0
479,-0.7,-5.3,5.1,1.5,43,981.5,0.0,112.0,90.0,3.127,143.0,274.0,16.0,190.0
530,-0.8,-4.2,2.7,1.5,56,980.0,0.0,137.0,100.0,3.476,239.0,384.0,19.0,289.0
492,1.4,-3.5,7.8,1.5,52,979.4,0.0,120.0,109.0,3.666,260.0,391.0,22.0,310.0
456,1.8,-3.2,9.3,1.7,43,982.6,0.0,83.0,94.0,3.025,173.0,267.0,23.0,223.0
334,1.0,-3.5,5.9,3.3,33,981.3,0.0,99.0,78.0,2.382,97.0,182.0,21.0,128.0
392,5.8,2.1,9.8,3.3,23,982.5,0.0,59.0,60.0,1.668,57.0,155.0,39.0,103.0
506,3.3,-1.5,9.4,1.8,21,984.7,0.0,55.0,70.0,2.091,48.0,110.0,37.0,88.0
470,0.2,-5.1,6.6,1.1,33,982.7,0.0,94.0,83.0,2.562,103.0,204.0,21.0,135.0
537,0.4,-5.5,7.9,1.4,37,973.7,0.0,104.0,98.0,2.971,151.0,245.0,25.0,201.0
427,2.6,-3.5,10.1,1.5,38,966.9,0.0,126.0,105.0,3.123,218.0,308.0,31.0,268.0
444,6.1,0.7,13.3,3.0,36,967.8,0.0,98.0,81.0,2.396,165.0,270.0,24.0,215.0
307,5.1,0.1,10.8,1.6,34,974.2,0.0,83.0,78.0,2.165,99.0,191.0,26.0,130.0
306,3.7,-0.3,8.1,2.8,40,975.3,0.0,91.0,72.0,2.212,134.0,223.0,31.0,130.0
464,3.7,-1.3,10.8,1.8,46,972.5,0.0,86.0,84.0,2.801,199.0,288.0,36.0,249.0
359,4.8,0.1,9.8,2.4,48,975.0,0.0,91.0,80.0,2.822,195.0,284.0,37.0,245.0
439,5.2,-1.2,13.9,1.8,47,968.3,0.0,86.0,89.0,3.029,238.0,326.0,57.0,288.0
274,6.8,1.0,13.5,1.6,50,966.6,0.0,94.0,93.0,3.269,303.0,421.0,83.0,353.0
243,5.0,1.1,10.6,1.2,56,962.5,0.0,125.0,89.0,3.827,506.0,674.0,33.0,500.0
246,4.5,-0.5,10.7,1.0,71,965.7,0.0,67.0,76.0,3.833,339.0,469.0,43.0,389.0
232,6.8,0.5,15.5,1.4,67,963.3,0.0,64.0,91.0,4.256,369.0,488.0,68.0,413.0
279,6.9,2.7,11.2,3.0,46,971.7,0.0,51.0,57.0,2.596,204.0,329.0,57.0,254.0
272,1.1,-0.2,7.5,7.1,52,969.5,0.0,56.0,37.0,1.915,63.0,194.0,30.0,122.0
283,-2.5,-2.7,-0.2,5.2,87,972.2,1.8,32.0,31.0,1.645,61.0,89.0,27.0,83.0
220,-2.6,-3.3,-2.1,2.7,87,975.4,1.4,50.0,35.0,1.856,75.0,93.0,24.0,100.0
283,-1.9,-4.4,2.0,1.7,86,975.3,1.9,51.0,48.0,2.172,130.0,165.0,32.0,172.0
211,-2.1,-3.5,-0.4,2.1,84,974.8,0.0,78.0,49.0,2.378,180.0,235.0,25.0,230.0
236,-1.8,-3.1,-0.6,2.0,80,981.4,1.5,54.0,37.0,1.862,64.0,97.0,41.0,87.0
371,-2.3,-4.3,0.3,2.5,76,981.6,0.0,63.0,45.0,1.993,85.0,122.0,42.0,113.0
355,-1.5,-4.3,1.8,1.6,67,977.0,0.0,97.0,57.0,2.02,129.0,169.0,33.0,170.0
337,-1.5,-2.7,-0.3,2.3,80,979.1,0.0,94.0,58.0,2.39,183.0,230.0,35.0,233.0
282,-0.1,-2.0,2.5,2.0,64,981.7,0.0,103.0,56.0,2.293,151.0,185.0,49.0,201.0
236,0.7,-1.9,4.9,1.6,62,977.4,0.0,99.0,63.0,2.523,187.0,239.0,36.0,237.0
180,-0.4,-3.3,3.0,1.7,78,973.7,0.0,90.0,72.0,2.917,247.0,315.0,29.0,297.0
182,0.7,-0.1,2.4,1.8,93,974.4,2.3,79.0,64.0,2.716,224.0,292.0,24.0,274.0
284,1.2,0.2,3.0,2.5,94,979.1,4.1,47.0,49.0,2.394,140.0,178.0,22.0,186.0
295,2.0,0.6,5.4,1.0,85,981.9,0.3,62.0,46.0,2.177,140.0,183.0,33.0,186.0
328,2.9,-2.1,8.3,1.9,75,976.9,0.0,57.0,60.0,2.173,129.0,175.0,54.0,170.0
258,3.7,-1.2,9.0,1.9,65,974.9,0.0,68.0,64.0,2.164,170.0,234.0,49.0,220.0
221,4.4,1.7,8.2,2.7,75,974.9,0.0,78.0,62.0,2.13,209.0,277.0,26.0,259.0
207,5.5,1.7,9.3,1.9,77,976.3,0.0,80.0,67.0,2.453,250.0,341.0,29.0,300.0
235,7.5,4.7,10.4,2.3,72,975.0,0.0,74.0,69.0,2.541,255.0,347.0,31.0,305.0
359,6.7,4.2,9.9,2.2,76,973.5,0.0,69.0,65.0,2.602,247.0,341.0,23.0,297.0
267,7.7,5.0,11.8,2.3,81,973.9,0.0,60.0,64.0,2.658,245.0,363.0,29.0,295.0
326,8.2,7.3,10.0,1.9,81,975.7,0.1,43.0,51.0,2.448,150.0,250.0,14.0,200.0
275,7.3,4.2,10.1,3.3,62,975.4,0.1,45.0,42.0,1.964,74.0,208.0,32.0,129.0
246,4.1,2.8,8.9,3.1,84,974.1,2.7,38.0,39.0,2.116,89.0,115.0,14.0,118.0
188,4.6,2.8,7.8,1.2,88,976.1,0.0,38.0,47.0,2.567,121.0,169.0,16.0,159.0
193,5.1,2.4,8.8,1.3,71,973.6,0.0,57.0,63.0,2.927,165.0,256.0,16.0,215.0
339,4.9,1.1,8.0,1.1,79,970.5,0.0,55.0,65.0,2.967,202.0,307.0,16.0,252.0
305,8.3,4.2,13.7,2.0,57,975.7,0.0,49.0,50.0,2.37,100.0,171.0,45.0,132.0
367,5.5,4.9,9.8,3.1,64,974.7,0.8,54.0,54.0,2.64,121.0,194.0,19.0,159.0
281,4.5,3.0,6.9,2.7,88,977.2,3.8,44.0,52.0,2.86,124.0,161.0,15.0,163.0
265,4.8,3.4,7.9,4.5,82,975.3,0.5,45.0,46.0,2.767,115.0,160.0,25.0,150.0
211,7.3,3.6,13.9,2.1,74,975.9,0.3,49.0,52.0,2.991,87.0,136.0,48.0,115.0
229,8.2,1.9,15.5,2.0,64,973.4,0.0,41.0,57.0,2.85,78.0,159.0,63.0,105.0
381,11.7,5.2,18.9,3.0,53,969.1,0.0,50.0,59.0,2.833,110.0,209.0,61.0,144.0
319,12.1,9.3,16.3,2.4,54,965.8,0.0,46.0,48.0,2.344,74.0,149.0,50.0,100.0
381,12.7,10.1,16.4,2.8,31,973.5,0.0,26.0,31.0,1.64,32.0,157.0,56.0,104.0
361,10.4,4.7,17.4,2.0,32,978.1,0.0,32.0,41.0,1.667,32.0,99.0,65.0,75.0
301,11.5,4.0,19.3,2.3,34,973.4,0.0,32.0,51.0,1.8,44.0,131.0,52.0,91.0
288,14.0,5.4,24.1,2.4,34,967.9,0.0,33.0,53.0,1.925,55.0,144.0,67.0,97.0
348,15.2,7.0,24.4,1.9,41,963.9,0.0,34.0,61.0,2.322,79.0,198.0,66.0,124.0
451,17.1,10.0,24.0,2.0,37,965.8,0.0,32.0,53.0,2.21,80.0,224.0,58.0,137.0
377,14.1,12.6,19.8,3.3,41,966.2,0.0,35.0,58.0,2.33,108.0,357.0,24.0,210.0
432,12.3,7.7,19.4,2.7,59,972.0,0.5,32.0,43.0,2.27,74.0,185.0,54.0,118.0
354,12.4,7.7,16.5,2.4,23,981.6,0.0,18.0,33.0,1.74,27.0,106.0,57.0,78.0
383,10.9,3.2,18.2,1.7,39,975.0,0.0,28.0,51.0,1.822,49.0,171.0,60.0,100.0
287,13.4,6.2,20.9,1.4,36,969.9,0.0,38.0,62.0,2.327,85.0,185.0,74.0,125.0
323,15.6,11.2,21.4,2.2,34,969.9,0.0,35.0,54.0,2.32,68.0,174.0,69.0,112.0
420,16.0,9.9,22.4,2.2,40,967.1,0.0,35.0,47.0,1.967,54.0,134.0,72.0,92.0
419,18.0,10.8,26.6,2.0,45,962.8,0.0,27.0,55.0,2.055,65.0,159.0,88.0,105.0
486,19.3,11.3,26.8,3.0,43,961.1,0.0,35.0,66.0,2.125,81.0,214.0,100.0,132.0
334,18.1,14.5,26.9,2.6,59,960.3,7.3,24.0,41.0,1.642,56.0,164.0,74.0,107.0
414,15.9,11.9,21.1,2.0,65,964.8,0.1,23.0,44.0,1.6,70.0,302.0,41.0,176.0
280,17.2,11.1,23.1,2.5,58,964.6,0.0,31.0,55.0,1.664,92.0,368.0,76.0,226.0
293,15.7,13.9,20.4,2.0,63,966.4,0.5,26.0,56.0,1.782,85.0,199.0,28.0,125.0
449,14.4,12.0,18.4,2.3,77,970.1,0.1,19.0,36.0,1.764,78.0,138.0,59.0,104.0
330,15.6,9.7,23.0,1.0,71,967.1,0.0,24.0,54.0,1.9,71.0,142.0,71.0,96.0
347,15.6,13.1,18.7,1.6,58,965.9,0.0,32.0,58.0,1.8,76.0,164.0,52.0,107.0
332,16.2,13.5,20.3,1.9,67,974.2,0.0,27.0,48.0,1.8,75.0,137.0,60.0,100.0
283,14.6,10.3,19.1,2.0,68,972.2,0.0,27.0,48.0,1.9,73.0,142.0,56.0,98.0
195,15.9,11.1,21.1,2.8,63,970.2,0.0,22.0,47.0,1.8,55.0,130.0,77.0,90.0
254,15.4,12.5,19.0,4.3,41,969.7,0.0,27.0,46.0,1.8,50.0,161.0,75.0,106.0
465,17.6,12.5,24.1,1.4,51,967.1,0.0,19.0,46.0,1.9,52.0,134.0,97.0,92.0
450,18.9,11.2,25.5,2.4,47,965.2,0.0,23.0,63.0,2.1,63.0,176.0,97.0,113.0
553,21.7,15.2,28.6,3.5,41,962.1,0.0,23.0,61.0,2.2,83.0,188.0,117.0,119.0
384,20.6,19.6,25.5,1.4,64,964.8,0.0,21.0,59.0,2.3,93.0,190.0,39.0,123.0
376,12.8,11.6,19.9,2.9,95,966.1,26.9,10.0,36.0,2.0,61.0,97.0,31.0,83.0
226,14.1,11.3,17.9,1.7,82,968.5,0.3,13.0,44.0,2.1,53.0,93.0,63.0,73.0
277,15.9,10.8,21.1,1.4,81,969.0,0.0,15.0,48.0,2.3,74.0,139.0,108.0,99.0
428,17.4,14.7,19.8,2.8,75,966.0,0.1,13.0,39.0,1.9,71.0,140.0,65.0,95.0
387,15.6,13.9,18.8,5.2,83,963.5,0.6,8.0,35.0,1.4,45.0,84.0,39.0,67.0
471,13.0,12.4,14.2,2.8,87,964.7,0.5,8.0,34.0,1.5,49.0,87.0,38.0,69.0
416,15.4,10.9,21.7,1.6,80,964.6,0.0,12.0,45.0,1.6,56.0,116.0,60.0,83.0
325,15.3,13.6,17.7,3.0,88,965.1,17.7,9.0,40.0,1.8,64.0,117.0,37.0,87.0
224,14.8,13.3,18.5,1.4,87,971.8,2.2,8.0,33.0,1.7,35.0,62.0,44.0,56.0
311,15.0,13.1,17.0,2.8,83,967.9,0.3,12.0,39.0,1.6,58.0,113.0,31.0,82.0
400,13.2,12.2,16.2,1.4,94,970.9,10.9,8.0,34.0,1.2,35.0,66.0,33.0,58.0
459,14.4,7.9,20.1,2.0,80,968.5,0.0,12.0,39.0,1.2,37.0,89.0,66.0,70.0
429,17.5,13.7,22.6,2.3,75,962.5,0.0,15.0,48.0,1.3,69.0,146.0,72.0,98.0
312,19.7,15.6,23.7,2.4,71,962.6,0.0,16.0,41.0,1.3,86.0,164.0,79.0,114.0
358,10.2,8.5,22.2,4.9,83,973.9,6.1,8.0,21.0,0.9,69.0,181.0,51.0,116.0
245,13.8,8.2,20.2,2.5,64,974.0,0.0,11.0,32.0,1.1,48.0,178.0,70.0,114.0
309,16.0,10.3,22.6,1.7,52,973.5,0.0,15.0,42.0,1.3,81.0,305.0,78.0,178.0
454,17.1,10.7,24.5,1.1,58,971.7,0.0,18.0,49.0,1.7,81.0,297.0,90.0,174.0
496,19.7,12.3,27.5,1.1,56,966.7,0.0,15.0,45.0,1.6,70.0,223.0,95.0,137.0
540,20.7,13.6,27.1,2.3,47,961.3,0.0,21.0,51.0,1.7,70.0,217.0,94.0,134.0
