influenza_num,ave_C,min_C,max_C,ave_ws,ave_rh,ave_hpa,daily_precipitation,SO2,NO2,CO,PM2_5,PM10,O38h,AQI
0.43494897959183665,0.16981132075471697,0.18867924528301888,0.19777777777777777,0.40506329113924056,0.24390243902439024,0.4605009633911372,0.0,0.4393063583815029,0.49645390070921985,0.3754622929731468,0.16336633663366337,0.19019607843137254,0.13805970149253732,0.26
0.5701530612244897,0.10141509433962265,0.19339622641509435,0.1,0.3417721518987342,0.17073170731707316,0.7206165703275538,0.0,0.39306358381502887,0.2553191489361702,0.2506833896124779,0.09570957095709572,0.12058823529411765,0.13059701492537312,0.17400000000000002
0.4005102040816326,0.03537735849056603,0.11320754716981132,0.0,0.40506329113924056,0.07317073170731708,0.8304431599229254,0.0,0.28323699421965315,0.2127659574468085,0.23556841936002573,0.057755775577557754,0.06666666666666667,0.17537313432835822,0.11800000000000001
0.4362244897959183,0.023584905660377353,0.0849056603773585,0.0022222222222222227,0.2784810126582279,0.14634146341463417,0.6473988439306346,0.0,0.8208092485549132,0.375886524822695,0.3865573243286702,0.19306930693069307,0.17941176470588235,0.08955223880597014,0.306
0.27423469387755095,0.061320754716981146,0.08962264150943397,0.09333333333333334,0.11392405063291139,0.2926829268292683,0.6030828516377653,0.0,0.9826589595375722,0.6099290780141844,0.5481588679852066,0.34983498349834985,0.2901960784313725,0.09701492537313433,0.524
0.39030612244897955,0.0589622641509434,0.08254716981132076,0.057777777777777775,0.08860759493670886,0.45121951219512196,0.5857418111753354,0.0,0.699421965317919,0.7092198581560284,0.6763145200192958,0.5099009900990099,0.40588235294117647,0.08582089552238806,0.718
0.506377551020408,0.14386792452830188,0.15801886792452832,0.18444444444444444,0.10126582278481014,0.3658536585365854,0.5144508670520231,0.0,0.7283236994219653,0.7730496453900709,0.7033285094066569,0.5181518151815182,0.40980392156862744,0.09701492537313433,0.728
0.4693877551020408,0.13679245283018868,0.18160377358490568,0.14,0.08860759493670886,0.4268292682926829,0.606936416184972,0.0,0.7341040462427745,0.6737588652482269,0.6642547033285094,0.5181518151815182,0.41470588235294115,0.11194029850746269,0.728
0.5076530612244897,0.10849056603773585,0.125,0.1288888888888889,0.2658227848101266,0.2926829268292683,0.606936416184972,0.0,0.6589595375722543,0.5035460992907801,0.5000803987779385,0.297029702970297,0.27352941176470585,0.1455223880597015,0.46
0.4451530612244897,0.10141509433962265,0.09433962264150944,0.15333333333333332,0.08860759493670886,0.40243902439024387,0.5510597302504792,0.0,0.9017341040462428,0.7659574468085106,0.5906094227367744,0.4603960396039604,0.3941176470588235,0.10074626865671642,0.658
0.4464285714285714,0.20047169811320753,0.1556603773584906,0.30444444444444446,0.24050632911392408,0.2682926829268293,0.5761078998073224,0.0,0.6242774566473989,0.6099290780141844,0.5336870879562631,0.31683168316831684,0.3,0.20522388059701493,0.484
0.3303571428571428,0.14150943396226415,0.11084905660377359,0.21111111111111114,0.13924050632911392,0.2804878048780488,0.4816955684007702,0.0,0.861271676300578,0.652482269503546,0.5750120598166908,0.35313531353135313,0.32941176470588235,0.11940298507462686,0.528
0.3482142857142857,0.16037735849056603,0.12264150943396229,0.24444444444444446,0.10126582278481014,0.3658536585365854,0.4566473988439306,0.0,0.7341040462427745,0.7375886524822695,0.7147451358739347,0.5016501650165016,0.4117647058823529,0.11567164179104478,0.708
0.6173469387755102,0.15330188679245282,0.12028301886792453,0.18666666666666668,0.189873417721519,0.4146341463414634,0.5028901734104032,0.0,0.884393063583815,0.7943262411347518,0.7752050168837433,0.6402640264026402,0.5098039215686274,0.11194029850746269,0.852
0.5369897959183673,0.2783018867924528,0.2806603773584906,0.3022222222222222,0.2278481012658228,0.23170731707317072,0.5452793834296727,0.0,0.6011560693641618,0.3829787234042553,0.3712815565203409,0.1353135313531353,0.24019607843137256,0.22014925373134328,0.296
0.4336734693877551,0.22169811320754718,0.23113207547169812,0.2866666666666667,0.13924050632911392,0.2682926829268293,0.6050096339113686,0.0,0.630057803468208,0.5319148936170213,0.5676153722463418,0.24422442244224424,0.2833333333333333,0.17164179104477612,0.396
0.3877551020408163,0.18160377358490565,0.20518867924528306,0.19111111111111112,0.3544303797468355,0.2804878048780488,0.7109826589595372,0.0,0.7283236994219653,0.5390070921985816,0.5597362920083615,0.2706270627062706,0.2725490196078431,0.16044776119402984,0.428
0.5216836734693877,0.14150943396226415,0.16509433962264153,0.16666666666666669,0.20253164556962025,0.4146341463414634,0.5838150289017321,0.0,1.0,0.7304964539007092,0.7424023154848046,0.42574257425742573,0.37549019607843137,0.12313432835820895,0.616
0.3533163265306122,0.11320754716981132,0.15801886792452832,0.08888888888888889,0.13924050632911392,0.524390243902439,0.441233140655104,0.0,0.9942196531791907,0.7943262411347518,0.9278018974111593,0.6435643564356436,0.5029411764705882,0.09328358208955223,0.854
0.32780612244897955,0.16273584905660377,0.23820754716981135,0.14,0.08860759493670886,0.8292682926829269,0.5587668593448925,0.015789473684210527,0.5664739884393063,0.5673758865248226,0.7134587554269175,0.46864686468646866,0.3637254901960784,0.13059701492537312,0.668
0.5280612244897959,0.22169811320754718,0.24292452830188682,0.23555555555555557,0.17721518987341772,0.475609756097561,0.6088631984585717,0.0,0.4508670520231214,0.3546099290780142,0.3817333976523557,0.11056105610561057,0.10588235294117647,0.25,0.18
0.5637755102040816,0.22405660377358488,0.25,0.24888888888888888,0.21518987341772153,0.5365853658536586,0.5722543352601157,0.0,0.5260115606936416,0.46099290780141844,0.4965428525486413,0.22112211221122113,0.1843137254901961,0.2126865671641791,0.356
0.5650510204081632,0.20283018867924527,0.18160377358490568,0.2777777777777778,0.11392405063291139,0.5731707317073171,0.4605009633911372,0.0,0.5664739884393063,0.652482269503546,0.5999356809776492,0.35148514851485146,0.2803921568627451,0.16417910447761194,0.546
0.4630102040816326,0.27594339622641506,0.29716981132075476,0.28,0.20253164556962025,0.07317073170731708,0.6030828516377653,0.0,0.34104046242774566,0.3333333333333333,0.3659752371763949,0.06930693069306931,0.10392156862745097,0.291044776119403,0.156
0.4336734693877551,0.2570754716981132,0.16745283018867924,0.35333333333333333,0.32911392405063294,0.1951219512195122,0.4951830443159899,0.0,0.4508670520231214,0.45390070921985815,0.5153561665862679,0.16666666666666666,0.16470588235294117,0.22014925373134328,0.266
0.24489795918367344,0.29481132075471694,0.2641509433962264,0.3666666666666667,0.20253164556962025,0.20731707317073172,0.5240847784200362,0.0,0.6589595375722543,0.5460992907801419,0.575333654928445,0.20957095709570958,0.1931372549019608,0.19029850746268656,0.336
0.26658163265306123,0.2358490566037736,0.20518867924528306,0.29333333333333333,0.10126582278481014,0.2926829268292683,0.5626204238920991,0.0,0.7745664739884393,0.6595744680851063,0.6599131693198264,0.2854785478547855,0.26372549019607844,0.1417910447761194,0.446
0.5446428571428571,0.24528301886792453,0.23820754716981135,0.29777777777777775,0.06329113924050633,0.32926829268292684,0.4566473988439306,0.0,0.9537572254335259,0.6170212765957447,0.7633059977488342,0.4042904290429043,0.307843137254902,0.12313432835820895,0.59
0.42602040816326525,0.2523584905660377,0.2028301886792453,0.3355555555555556,0.25316455696202533,0.39024390243902446,0.45279383429672393,0.0,0.699421965317919,0.6099290780141844,0.797234282038913,0.4867986798679868,0.36666666666666664,0.19029850746268656,0.6900000000000001
0.4630102040816326,0.2830188679245283,0.30424528301886794,0.2888888888888889,0.24050632911392408,0.475609756097561,0.41425818882466103,0.0,0.9017341040462428,0.6950354609929078,0.7906415822479498,0.5924092409240924,0.453921568627451,0.1417910447761194,0.812
0.4158163265306122,0.2641509433962264,0.2783018867924529,0.29777777777777775,0.32911392405063294,0.7317073170731707,0.41425818882466103,0.0,0.5260115606936416,0.5531914893617021,0.7266441550088438,0.4900990099009901,0.3607843137254902,0.13059701492537312,0.6940000000000001
0.31377551020408156,0.2570754716981132,0.25235849056603776,0.29555555555555557,0.16455696202531647,0.6829268292682926,0.5260115606936395,0.0,0.5838150289017341,0.6312056737588653,0.8819745939861715,0.6287128712871287,0.4617647058823529,0.10074626865671642,0.842
0.2627551020408163,0.2382075471698113,0.25471698113207547,0.21555555555555556,0.21518987341772153,0.6829268292682926,0.5452793834296727,0.0,0.49710982658959535,0.5602836879432624,0.8470815243608297,0.5115511551155115,0.37450980392156863,0.10820895522388059,0.72
0.2423469387755102,0.22169811320754718,0.294811320754717,0.2,0.189873417721519,0.8658536585365855,0.3969171483622347,0.09649122807017543,0.3352601156069364,0.425531914893617,0.7203730503296351,0.3052805280528053,0.20784313725490194,0.1044776119402985,0.47000000000000003
0.4604591836734693,0.20283018867924527,0.294811320754717,0.13333333333333333,0.31645569620253167,0.9512195121951221,0.4585741811175339,0.0,0.30635838150289013,0.36879432624113473,0.7084740311947257,0.22772277227722773,0.16568627450980392,0.07462686567164178,0.366
0.27423469387755095,0.2547169811320754,0.2877358490566038,0.29333333333333333,0.2658227848101266,0.7317073170731707,0.5009633911367999,0.0,0.47398843930635837,0.40425531914893614,0.6985045827303425,0.18811881188118812,0.14313725490196078,0.16791044776119401,0.298
0.3928571428571428,0.2617924528301887,0.2735849056603774,0.26,0.17721518987341772,0.7804878048780488,0.4566473988439306,0.0,0.5491329479768786,0.47517730496453897,0.8055957549445248,0.4372937293729373,0.3049019607843137,0.11194029850746269,0.63
0.2181122448979592,0.21462264150943394,0.2641509433962264,0.21555555555555556,0.3417721518987342,0.7317073170731707,0.595375722543352,0.0,0.41618497109826585,0.3546099290780142,0.6494613281878115,0.2508250825082508,0.19215686274509802,0.13432835820895522,0.404
